Id,saleprice
2658,126352.01597785659
2718,159969.77635181253
2414,163778.83873149485
1989,156087.0610301448
625,203863.38040360145
333,107768.92502462794
1327,154064.4489013435
858,152273.33435723593
95,193015.30961902055
1568,170564.44373000643
2482,159412.6974392598
1364,162618.2197060592
2584,162582.30904096866
818,252226.57965648465
2673,175042.24354890094
2089,93164.7909718795
1297,153243.28436149808
790,132774.1245465806
2616,209060.22683892492
720,154597.7714123309
222,148886.63948872173
557,138670.11752796872
1148,190307.71070285968
2766,154764.38907258917
534,193849.11652410252
1452,130755.66691905912
630,187095.95644644194
2648,195657.8782541334
125,149859.38060130388
1670,123904.32684777048
756,113462.91557650483
717,237352.1351657043
1032,172752.64349405607
852,209059.63537556678
1731,163977.6756450854
2639,117905.03379584767
2071,101913.3088475106
1267,156628.66951051645
1851,200786.77972889628
567,148499.5395638342
2439,198941.95975818578
1898,194314.85045680462
647,161932.3792161555
2256,191565.5551630078
1444,200223.2376564159
2485,133132.95865490058
157,155814.94956922985
88,132497.35469248763
2003,122659.10063391423
186,241000.7653897145
1425,260255.7525741047
2695,142892.2777330543
738,129527.31106686161
395,173085.06744542497
1353,159762.35366967483
1878,162658.8053405481
390,175017.24281054246
1456,220291.95211448724
1103,317395.4571349489
1387,115988.77632576937
2070,175249.77095716854
1199,187305.58976430033
2479,168380.43537544692
501,310095.89721815626
1718,185663.94145161367
1483,122838.62789886643
2557,110548.27054593607
437,332705.95307172195
2224,200248.7828064327
1628,159018.96246943728
397,143864.60657620244
587,243132.19972060656
971,91992.92027593788
2611,159891.0105908059
1887,109909.14222092472
2399,316979.50654585904
2148,200378.01098259352
304,133321.90719638753
1997,147413.15073000203
2817,145619.2192355435
1431,175742.34159521398
427,389502.9590566462
263,136505.04964358243
598,189966.2477723033
2895,248078.54711062694
687,171443.32037189402
1822,146855.8534888461
2191,146000.8428179802
179,158645.39315796777
1009,175729.80067410582
2010,166707.57743788802
1991,158094.13360515283
1411,133063.37570245925
1721,232389.23267287994
1144,181858.99901850114
593,192387.05231106246
575,264211.0813308618
1249,176227.12675516808
1604,131448.84375935304
1064,467909.84606710507
1923,152671.29687371023
2325,153363.7273816826
114,167571.14292655664
2700,166088.2704212166
343,188477.06443203712
386,223302.46778217558
2005,135857.20418721496
1814,201039.76986382226
2446,527729.5132974944
208,172897.71833604493
1679,150902.71745542146
822,312911.2231719723
6,175393.5258521469
1781,400547.9273743081
2397,239055.6414895769
2340,274537.8267287618
1618,159979.95360347687
2843,137388.36363232852
1061,380143.37540438696
2786,127609.96026830917
1935,154468.90087407478
1341,132325.0057219545
521,273092.83879321755
2136,130206.56006587145
996,175637.54758644605
227,138822.12911626778
135,170985.20050086838
1167,168668.9956141907
294,306184.76111043466
1776,205798.47559618857
540,183119.11588551
1717,185663.94145161367
2303,122301.98012459232
116,216544.89350907586
127,145589.58366680064
1371,151280.6692259187
1014,159600.53718781832
702,172961.6937746132
750,147126.92147752794
261,147400.20480572805
1559,48015.482568475534
577,234731.80715874222
2812,194633.25627997506
2080,159284.3951975815
2376,128543.07892014162
659,132917.04673631676
1235,127232.88689730118
1917,153390.56915688945
2094,256407.57126640633
1460,282194.4193740423
1471,184790.9142070308
1509,142164.25382671412
1922,167829.90607113938
433,461839.6597642937
460,220570.06397643045
1116,268849.3437512411
1137,183745.30073774746
53,174775.47140561158
2354,233277.08572994685
1475,198316.00081802427
1761,596162.0821323866
842,147218.19239787286
2739,132512.2058842904
2509,147300.23059761745
1007,204305.7702923367
2610,184352.25885256362
1952,44608.372334069456
2719,161209.07729320636
2921,108200.33261225244
1966,138609.20475991792
1204,189783.3351894758
1829,248284.1441206029
2419,169018.79284437478
391,162828.27013895975
798,137075.90470907465
481,168633.5831424913
193,256193.84382050665
555,134174.97067577182
899,167347.33947902138
2357,176478.6075418318
328,127406.31376304434
1356,131919.32259347476
1154,119938.08085085789
1730,161679.20168033312
2249,147765.97977921052
1119,245678.39703133772
2856,127193.38473584247
1394,139539.01554306794
2587,135041.214702987
61,346467.86538793007
2661,230879.3492988355
2711,140804.0822408233
1147,171757.67625574046
757,158432.99236131983
2623,114830.92662446748
2378,154498.29986884317
1413,113030.72950807703
1722,197826.1437353323
1112,198212.94384825323
1623,177857.4752341312
1201,161440.3476900739
1513,148681.83746836614
957,192187.5742615034
1171,194614.4543171794
1145,187995.78324822814
2726,245277.42560227646
703,146196.05373705924
1964,153724.13615816704
2512,158021.30751307507
159,150614.1018108941
1281,164253.1252199178
468,158626.47367205902
290,131541.32300744823
665,117604.67589541251
1463,265072.3422332397
1792,215192.75200467027
923,138821.17865902837
500,292657.98363152624
170,154841.86415568588
2192,111330.95298670989
2571,299488.3723809449
2314,157907.6052510891
2647,109456.89343678288
422,389104.9528850421
2457,396034.96484763233
1838,209604.2699581536
2805,234381.8146778136
1645,161570.50273071096
1711,264206.8353534484
2825,268993.3182933155
322,361058.6631147774
2103,272838.127101113
342,142563.86052212847
600,116405.97651882743
488,183203.5261911865
1725,302115.0479038366
2246,219903.13907636178
2847,180414.55985333546
806,225729.29815429324
530,221080.0281674479
963,167916.54669929435
2678,82617.35211153666
2401,394810.96603095287
805,204452.73391103512
2259,192246.07183186186
1748,158761.97748625826
1361,152976.8166525513
1677,116442.84813896695
1406,159634.4968488667
2322,225979.31559935038
688,163138.23265013972
143,138397.59502706619
804,181834.88908072887
1214,174179.0653674131
2828,132934.52193014405
1999,216356.32684200688
2467,186879.18725845742
2665,217901.6162459383
1538,365182.76975560945
398,122641.30764654046
2822,145326.39550374157
2157,121089.46896796499
1856,176434.9349580548
1269,126603.28051670699
2570,138156.85821149015
2320,223681.5807222916
1517,125993.24907391716
1312,130408.68390840071
2012,148306.0932133214
506,198197.80817441246
2865,193671.69717974088
2367,97759.35240706231
554,116575.82377159072
238,142542.40640061465
1954,121274.35725237505
2488,140965.10023291933
2291,106845.92970068823
1969,110466.89841914817
2725,170165.17308891425
1482,122838.62789886643
2763,178978.71813018527
503,227922.3500782519
1584,224265.20658182603
1531,154899.18412342307
2210,222851.85279523663
459,313097.6720600432
556,140364.90920072404
1347,145686.04429156508
1290,100146.21640608367
1571,154097.4090587233
2754,202962.73335032293
765,125486.3544515894
2494,132532.7111070496
2870,215450.96481483162
7,206017.09361572505
1114,245499.5080189061
2418,255100.17270261527
18,375430.2857705873
39,310782.9471222531
1001,286941.70632929786
2442,209698.1783797749
616,135322.81410259497
1414,121115.00713741366
289,110799.3946003319
40,262514.18679496844
860,140481.76014536986
409,135258.12729464343
673,171150.17887390428
2427,175405.7928875779
2036,199654.34940343327
2564,146327.1596877023
642,172881.36141021445
1008,166412.94329563028
1908,179529.9217744217
2519,188743.15155706485
1369,120131.15011621127
2855,192016.14086535003
712,108932.27668901137
1958,135082.94856456982
107,139168.3680546573
2295,212980.72991735872
676,129677.89014077943
259,176544.74785422243
93,270021.3227718547
106,216879.9992191954
2315,174592.09684812103
1050,124684.58613943099
1095,167963.19613550708
2709,151284.11602106667
1496,147356.72274994006
2370,117278.01217738987
2458,260645.28266526328
2733,137975.22553655645
161,279595.0174844669
726,164953.05971608212
845,206368.88906992483
947,237391.63028576606
2563,154468.5465947718
2299,135667.4190527388
211,112562.88180724625
605,158044.06675736757
1478,206405.31926935026
2247,226960.30891114508
2274,187177.74981121917
2869,183080.0431143912
967,215020.69865504059
2656,140711.78199958766
667,263353.0249566976
1042,110416.20901467197
2023,168848.9316916623
2447,416352.6391565836
2055,135410.26315938865
2275,287559.15303529985
2204,153364.29635424865
1563,251416.7122659462
483,202402.19168128382
796,107496.24900802015
1526,154251.60669408075
2042,161848.00525690673
442,327851.1230524742
1693,323026.5710244239
1468,202493.68174566166
1430,164557.85072903894
2605,178712.67265967617
1529,174243.66561797692
335,135027.2252816934
1287,159578.3808601594
31,105200.81417536631
1785,276309.67652598966
82,159084.64482543606
2620,132363.65171433956
252,206333.4214697548
2165,179295.9586137515
2316,162921.75343726377
775,137522.11113149795
1558,16477.672165535507
17,183091.40949217568
1022,208447.68069428962
925,124926.54990109988
438,310167.6632391248
1270,158606.1569368724
1272,131355.09297385428
215,130365.63933751697
266,202208.7223240377
2402,231824.3852266702
1250,137840.85157129244
1984,237786.42435603816
1279,150064.79183659004
377,259575.29889698734
1252,137185.30006077478
2156,237989.0361240079
499,293620.45894215954
1374,130657.66629804217
2898,245717.56894709868
401,122906.39314621163
2721,206936.7431911287
2078,249253.57746624819
2589,130152.88069935702
1946,247553.42433717533
1334,141614.70083236974
2781,233299.19651194056
431,379956.8040860832
576,190283.57097117405
1474,185257.7790866848
2254,147668.87170773523
2155,259170.98071077245
885,187310.61241510615
643,140361.8614024606
1944,161431.63845494296
480,178669.09744092997
2845,151079.08802435698
2387,322480.8291259977
2407,192852.77588990086
2527,201035.49758718035
2514,142902.76275617036
629,218735.00611137098
80,201864.32781531702
1876,137766.79842513922
1546,171966.34107214905
2518,165635.47002923326
2347,171153.33331872616
783,177254.56573441497
1322,72285.45839734463
194,74096.87017994397
1770,291760.019796766
2143,148593.11756824853
1229,186943.5596652713
511,272082.8283662766
46,194533.52531693154
1348,168669.4304304642
2465,185238.06309866917
387,213161.99520528928
873,191533.92242817162
1918,104387.78906111699
2764,210852.4890200902
2184,145818.61914059706
934,149587.04847891466
1920,152990.8441154015
2631,144586.95794838888
1768,649409.4647973148
2040,143491.6663767649
1749,199150.7711149042
834,181701.95316870278
1457,232444.44220003765
79,125044.27631700854
2302,126261.94648369798
1817,138267.47019291803
2755,249427.0192456023
359,155545.64162078092
2059,123585.47587385133
2092,231238.26989882917
2516,226772.05695524882
150,132446.91950375598
1656,160857.32621543424
83,127015.98564527225
2411,174694.67347152153
795,101335.01911448746
2312,244405.99043202528
1624,165467.00285488507
2215,287715.59249250835
1211,152841.62431065226
1485,121168.07654125884
1024,156029.8315323101
570,175179.5685286211
2874,142778.12117402034
700,165012.08483129332
2756,218676.0721698152
2022,210319.02354840282
583,226499.08666461462
2392,316938.4682769724
2424,192344.38383391267
736,154347.48782664465
1610,165054.4746875764
890,131036.89531124273
467,157506.3209741729
578,166882.649797483
1747,179838.8464004441
1149,163086.2955854468
2758,212932.47721083288
857,126806.59846386913
2219,310841.8250561557
733,80982.66443590389
2909,111593.44252148794
1798,252163.4759774452
235,121083.50243793742
2366,128492.00215176435
1027,136201.97789823276
1195,142066.89535614825
1303,74717.82376962958
148,172302.39882063633
608,152135.21609821054
2515,182832.81389213225
821,290481.64524720085
2500,254192.4703432173
745,160278.95477107685
741,149587.4554714974
1611,141466.81586518523
2532,138519.2871461719
1081,211334.7185175874
1692,435859.2617401745
2520,167716.05053797562
1992,148335.72935485665
418,142775.90281547548
1733,165260.72001487494
2359,163411.96990437276
253,196196.69015793595
1518,195730.50246196066
2035,151694.23312049825
1540,238049.18879088736
2120,154518.61961145193
1674,178153.38160196837
256,152731.56532718934
2361,114385.98427421192
978,97454.22527890047
2280,184355.35914689035
2095,202150.09850887477
1709,340957.6173083859
2801,225817.90711659414
1246,116203.65081264812
2373,104335.2908529276
1055,301533.5892845114
2017,131745.0486019483
1099,235057.1190624471
1344,100469.50857407704
835,172706.14409376518
1117,181506.51308391464
2085,135072.03921902692
410,157024.1227132423
2650,133014.0127466889
2867,167293.3348058717
1668,130109.64073200629
1161,166127.9924156753
2122,164538.63894670765
2539,149856.93878056598
1047,141902.03181784577
1445,133650.15123212629
569,209044.82781547506
1276,136035.03240805166
918,132802.1326929594
326,168498.22395822042
1936,145649.140657641
895,113323.97128935606
257,144676.0644479438
1241,176802.50189387787
1545,157635.27088438894
1189,189164.5165327182
270,121168.07654125884
2066,236677.24315606116
693,120041.81860496465
1259,108443.54615424492
2916,145735.13774151448
2321,273597.05187770375
1977,85316.5149377581
1895,150502.66183369374
1240,158342.16330055636
85,166853.92951520777
1823,123531.09500565042
